loss,val_loss,recall,val_recall,precision,val_precision
0.7475923560260128,0.6847033752562107,"[0.76106304, 0.57360077, 0.2594228, 0.66809714]","[0.8238384, 0.5747744, 0.4429405, 0.7346914]","[0.7021138, 0.5985264, 0.6140726, 0.65793914]","[0.7260721, 0.6737729, 0.53024316, 0.7141626]"
0.7416813055656479,0.6920031771902577,"[0.7624549, 0.5761165, 0.2658189, 0.67002076]","[0.82574284, 0.5749579, 0.44953704, 0.7372433]","[0.7040173, 0.6008213, 0.6159537, 0.66014713]","[0.7272328, 0.67715704, 0.53010076, 0.7153098]"
0.7389611770593946,0.6906802918013804,"[0.76374924, 0.57828707, 0.2713352, 0.6717324]","[0.82592, 0.5741018, 0.45100018, 0.74160427]","[0.7057054, 0.6028061, 0.6180229, 0.66211736]","[0.72933924, 0.67936504, 0.5355992, 0.7142372]"
0.7347506961191841,0.6803806150038264,"[0.7648573, 0.580473, 0.2763989, 0.67332613]","[0.8280939, 0.5744987, 0.45606062, 0.74278903]","[0.7073265, 0.6046498, 0.6195174, 0.6640074]","[0.72958493, 0.6816259, 0.5378913, 0.71603996]"
0.730874192947286,0.6672405463341129,"[0.7659991, 0.5825655, 0.28102833, 0.67490846]","[0.8282775, 0.57595783, 0.4524721, 0.7458196]","[0.70890695, 0.6064629, 0.62115794, 0.6658355]","[0.7321313, 0.68303, 0.54376435, 0.71560276]"
0.7289839613231691,0.667593553610524,"[0.7669726, 0.58437663, 0.2853824, 0.67641705]","[0.8281128, 0.58179796, 0.4526936, 0.74518853]","[0.71039283, 0.6080913, 0.6226917, 0.6673923]","[0.7344681, 0.6825041, 0.5497179, 0.718113]"
0.7244673950582663,0.6361080853888523,"[0.7680279, 0.5861307, 0.289631, 0.6777207]","[0.8281706, 0.58438194, 0.45659772, 0.7473016]","[0.7117424, 0.60968876, 0.62382525, 0.6689376]","[0.7365542, 0.6839872, 0.5553216, 0.71923894]"
0.7220507301157132,0.6519274905251495,"[0.7689315, 0.58777976, 0.2941624, 0.67896694]","[0.82620907, 0.5886088, 0.46170798, 0.7484542]","[0.71307534, 0.6111723, 0.62557364, 0.6703061]","[0.7394701, 0.6836709, 0.55855286, 0.7203004]"
0.7166026203111058,0.658961441800195,"[0.7699078, 0.5894843, 0.29823077, 0.680244]","[0.82708097, 0.58932513, 0.46387058, 0.7503572]","[0.7143969, 0.61273307, 0.6270777, 0.671726]","[0.7402435, 0.68555003, 0.5627142, 0.721069]"
0.7141818512150103,0.6722228780357766,"[0.770778, 0.5911081, 0.30229077, 0.6815212]","[0.8289632, 0.5886069, 0.46940234, 0.7512346]","[0.7156255, 0.6141874, 0.6288162, 0.6731505]","[0.73981583, 0.6874534, 0.5638429, 0.7223156]"
0.71049280165028,0.6542758556539768,"[0.7716848, 0.5926349, 0.30608946, 0.68263954]","[0.8302303, 0.59181684, 0.47008753, 0.7507704]","[0.71679974, 0.61553127, 0.6303265, 0.6745]","[0.74052995, 0.6883154, 0.5687284, 0.7243955]"
0.7069485684413443,0.668459203531752,"[0.7724964, 0.5940426, 0.31013986, 0.68379176]","[0.8321342, 0.59301347, 0.47359493, 0.75050247]","[0.71793, 0.61682844, 0.63198787, 0.67577606]","[0.7405272, 0.68996614, 0.56901246, 0.72611797]"
0.7049024924214198,0.6483513166127394,"[0.7732826, 0.5954406, 0.3135161, 0.68491316]","[0.832963, 0.59154135, 0.47871307, 0.7529617]","[0.7190057, 0.61812645, 0.6331707, 0.67699444]","[0.74092853, 0.69232017, 0.56882066, 0.7259611]"
0.7030757702742796,0.6610321177634371,"[0.7740837, 0.59672695, 0.31725934, 0.68594104]","[0.8318471, 0.59483045, 0.4814334, 0.75286555]","[0.72004956, 0.6193089, 0.634656, 0.6781882]","[0.7427565, 0.69182, 0.5684025, 0.7270203]"
0.6999106725784935,0.641592147347826,"[0.7748062, 0.59809375, 0.32070458, 0.68685377]","[0.832134, 0.5965018, 0.48467433, 0.75341463]","[0.7210962, 0.62044483, 0.63596, 0.67930526]","[0.74386585, 0.69255954, 0.5695788, 0.7279756]"
0.6987367568269598,0.667996107216839,"[0.7754579, 0.5994214, 0.32354015, 0.6877927]","[0.83406395, 0.5952436, 0.48989898, 0.7543625]","[0.7220333, 0.62155515, 0.63701195, 0.68042487]","[0.7433651, 0.6945811, 0.5699401, 0.7288171]"
