loss,val_loss,recall,val_recall,precision,val_precision
0.696738643299301,0.723700930699033,"[0.79186016, 0.59499013, 0.2940181, 0.696218]","[0.8487297, 0.5730395, 0.43333334, 0.67714417]","[0.73274815, 0.6160095, 0.6291545, 0.6915722]","[0.7032762, 0.6528753, 0.4907616, 0.7303403]"
0.6913025770330841,0.6958919871880662,"[0.79328644, 0.59839827, 0.30345118, 0.6983273]","[0.8495286, 0.5739422, 0.44040403, 0.6827076]","[0.7355572, 0.6187625, 0.63063854, 0.6939488]","[0.7059103, 0.6565761, 0.49853894, 0.730899]"
0.6846161073060983,0.6907773385286496,"[0.7947175, 0.6016528, 0.3117882, 0.70038295]","[0.8473142, 0.5795364, 0.44467753, 0.6861901]","[0.7382099, 0.6215316, 0.63135535, 0.69616914]","[0.709267, 0.6581089, 0.5061168, 0.73240703]"
0.6783080528117661,0.7195098802105597,"[0.795972, 0.6046104, 0.31963512, 0.70243555]","[0.849038, 0.57662576, 0.4505291, 0.6921525]","[0.7404887, 0.62415594, 0.6329551, 0.69832355]","[0.71044344, 0.6627571, 0.5089106, 0.73139226]"
0.6742611505159992,0.760549451552637,"[0.79727656, 0.60727274, 0.32704183, 0.70436174]","[0.84909767, 0.5790909, 0.45436588, 0.69139844]","[0.74266046, 0.6266099, 0.6355105, 0.70025986]","[0.71097666, 0.6634956, 0.50668335, 0.7329818]"
0.6692897234248518,0.6973531986272857,"[0.7984533, 0.6098557, 0.3338925, 0.7060038]","[0.84939814, 0.57916665, 0.4619739, 0.6952567]","[0.74462074, 0.6288774, 0.6372885, 0.7021007]","[0.71268475, 0.6663487, 0.50801843, 0.73333883]"
0.6657062082071193,0.699940587742781,"[0.79956794, 0.61228335, 0.34058228, 0.7075477]","[0.84983563, 0.579699, 0.46367598, 0.6992355]","[0.7464592, 0.6310482, 0.6387646, 0.7038389]","[0.7143616, 0.6689889, 0.5149009, 0.73312414]"
0.6610757106910122,0.7519600488468124,"[0.8005259, 0.6143747, 0.34661695, 0.70914704]","[0.8527666, 0.5737748, 0.46687242, 0.7042069]","[0.74809283, 0.63300556, 0.6401119, 0.7054827]","[0.71323484, 0.67300606, 0.5221767, 0.73171675]"
0.6583525225773147,0.6748065004297393,"[0.80151516, 0.616375, 0.35237336, 0.7106653]","[0.8535513, 0.5738614, 0.47338295, 0.70808613]","[0.74972826, 0.6348993, 0.6411791, 0.7070273]","[0.7149055, 0.6760599, 0.52587754, 0.7320882]"
0.6531163413751185,0.6812396656108284,"[0.8024199, 0.61834127, 0.35816017, 0.7121169]","[0.8530741, 0.57292426, 0.4762121, 0.7134394]","[0.7513011, 0.63677084, 0.6426352, 0.708455]","[0.71784085, 0.67825335, 0.5313609, 0.7300222]"
0.6497443466979121,0.674849339072865,"[0.8033484, 0.6200941, 0.36356077, 0.713512]","[0.8519192, 0.5748501, 0.48210678, 0.7166025]","[0.7526616, 0.63855577, 0.6440379, 0.7098789]","[0.7202108, 0.67987734, 0.533091, 0.730356]"
0.647616155665298,0.6859807397152833,"[0.8041959, 0.6217664, 0.3687131, 0.714716]","[0.8528757, 0.5747689, 0.48743495, 0.7183043]","[0.7539262, 0.64017767, 0.645048, 0.71121544]","[0.7204121, 0.68213093, 0.5339223, 0.73130184]"
0.6453709040932404,0.6941371031255669,"[0.8049482, 0.6234155, 0.37354916, 0.71595645]","[0.8532426, 0.57369053, 0.48850828, 0.7219792]","[0.75514174, 0.6417658, 0.64647824, 0.7124975]","[0.7218833, 0.6843938, 0.5360987, 0.7302578]"
0.6421041732339373,0.7071493837135877,"[0.8057101, 0.6250824, 0.3782227, 0.71709716]","[0.8533544, 0.5738089, 0.48693883, 0.72415125]","[0.75635165, 0.64331186, 0.6475875, 0.7137614]","[0.7225005, 0.685809, 0.540546, 0.7299061]"
0.6398772292010018,0.6691471380314287,"[0.8064121, 0.6265709, 0.38311112, 0.7181974]","[0.8532377, 0.57657105, 0.48980471, 0.7250209]","[0.75748247, 0.6447121, 0.64872843, 0.7149887]","[0.7240505, 0.6866319, 0.5439832, 0.7309949]"
0.6354178999608068,0.6823367015966696,"[0.80705684, 0.6280697, 0.38755134, 0.719248]","[0.8542748, 0.576756, 0.4884745, 0.72663426]","[0.75859165, 0.6461142, 0.64965063, 0.7161086]","[0.724352, 0.6884739, 0.547325, 0.7312727]"
0.6330272419167872,0.6709256728773236,"[0.8076923, 0.6294554, 0.39188713, 0.7203046]","[0.8541639, 0.57746476, 0.492206, 0.72879535]","[0.7596169, 0.6474694, 0.65064156, 0.71721894]","[0.7255292, 0.6898658, 0.54963726, 0.73166126]"
0.6310159909892089,0.7058734729047282,"[0.8083122, 0.63077456, 0.39585137, 0.721275]","[0.8550938, 0.5793699, 0.4907287, 0.7282191]","[0.7605988, 0.64874065, 0.6516088, 0.7182493]","[0.7257822, 0.69025075, 0.5530799, 0.73280394]"
0.6285967727324634,0.662506303474918,"[0.80888593, 0.631965, 0.39971638, 0.7222327]","[0.85447, 0.5799768, 0.49525136, 0.73081505]","[0.76155305, 0.6499077, 0.65264124, 0.7192055]","[0.7275029, 0.69186574, 0.5524029, 0.73261577]"
0.6260288042932669,0.684773544208137,"[0.80945456, 0.6331674, 0.40355942, 0.72320443]","[0.85486305, 0.5793468, 0.49786755, 0.7330348]","[0.7624569, 0.65113807, 0.65361005, 0.72016823]","[0.72832847, 0.69367, 0.553787, 0.73217523]"
0.6245960876776201,0.678735223990335,"[0.8099823, 0.63428247, 0.40717778, 0.7241591]","[0.8550179, 0.57956666, 0.50215054, 0.7343934]","[0.7633365, 0.6522777, 0.65452504, 0.7210795]","[0.72935796, 0.69481075, 0.55475825, 0.7321541]"
0.6216272804525448,0.6709925111401321,"[0.81049556, 0.63541937, 0.41089016, 0.72498465]","[0.8543908, 0.58230114, 0.5049558, 0.7347538]","[0.7641757, 0.6533627, 0.655655, 0.7219667]","[0.73089796, 0.6949601, 0.5554771, 0.73310924]"
0.6198812486747564,0.7079669252255462,"[0.8109729, 0.6365018, 0.41442126, 0.72581923]","[0.8534782, 0.5832027, 0.50636667, 0.7361106]","[0.7649953, 0.65438324, 0.6563978, 0.7228641]","[0.73190993, 0.6958408, 0.5538209, 0.7329264]"
0.6169521795840429,0.6818545479961697,"[0.8114727, 0.6375571, 0.41798234, 0.72664547]","[0.8545306, 0.5833848, 0.5086849, 0.73683995]","[0.76577824, 0.6554365, 0.657395, 0.7237314]","[0.7319938, 0.6970986, 0.55501294, 0.7338531]"
0.6145568839719617,0.6878059043434447,"[0.81194437, 0.638691, 0.4212616, 0.727424]","[0.8540279, 0.5839663, 0.51018757, 0.73882633]","[0.7665893, 0.65646327, 0.6582891, 0.7245875]","[0.7334288, 0.6980769, 0.55564404, 0.7335353]"
0.6122196712219043,0.688610063193986,"[0.812407, 0.6397715, 0.42473143, 0.72815377]","[0.85345775, 0.5839581, 0.51316875, 0.7408128]","[0.76733744, 0.6574479, 0.6596117, 0.725426]","[0.73456436, 0.6991271, 0.5554566, 0.7331222]"
0.6111830280389606,0.7041410199878446,"[0.81286377, 0.6407921, 0.42799813, 0.7289255]","[0.853529, 0.58427703, 0.5127946, 0.7418828]","[0.76808333, 0.6584433, 0.660442, 0.72623765]","[0.735057, 0.70000035, 0.55675656, 0.73305595]"
0.6098932229073445,0.7103974421025151,"[0.8132726, 0.6417673, 0.43103212, 0.72965485]","[0.854339, 0.5840794, 0.5170831, 0.741991]","[0.7687665, 0.659369, 0.66141844, 0.7270128]","[0.7349777, 0.7008744, 0.5547128, 0.73390025]"
0.6065696150215388,0.7062303160392964,"[0.81369334, 0.6427106, 0.43398824, 0.73034966]","[0.85518086, 0.58324265, 0.5178192, 0.74338084]","[0.7694395, 0.6602566, 0.6622066, 0.7277853]","[0.73478585, 0.70245874, 0.55567497, 0.7340767]"
0.6054110624160233,0.6555638350261591,"[0.8141115, 0.64359957, 0.4368687, 0.73106134]","[0.8551869, 0.5854335, 0.5190657, 0.7435724]","[0.7700584, 0.6611687, 0.6630312, 0.7285291]","[0.7357, 0.7028283, 0.5573129, 0.7351314]"
