loss,val_loss,recall,val_recall,precision,val_precision
0.6172319493692902,0.6282341258860529,"[0.8134065, 0.6332622, 0.43148836, 0.72972685]","[0.8444901, 0.60863394, 0.5501443, 0.7488745]","[0.7680689, 0.65489984, 0.6543343, 0.72388625]","[0.75615394, 0.69850564, 0.5597837, 0.7388542]"
0.6126167498637709,0.6469839207305106,"[0.8147744, 0.6359971, 0.4389418, 0.73170465]","[0.8456476, 0.6062469, 0.5574635, 0.7533378]","[0.7700325, 0.6575825, 0.65689605, 0.72596884]","[0.75748515, 0.70261294, 0.55755115, 0.7380013]"
0.6088620615584317,0.6253272515667901,"[0.8160678, 0.6385516, 0.44554472, 0.7333694]","[0.8456797, 0.60835224, 0.5623948, 0.755]","[0.7718474, 0.6600312, 0.65928227, 0.7277863]","[0.7591635, 0.7046843, 0.554875, 0.7391926]"
0.6043534373683094,0.6385996843829927,"[0.81722265, 0.6409142, 0.45173585, 0.73495203]","[0.84444445, 0.6080155, 0.5657952, 0.75885123]","[0.7734931, 0.6623342, 0.66099066, 0.7295078]","[0.7616999, 0.70656025, 0.55067855, 0.7381142]"
0.5997460577009972,0.6349006385812336,"[0.81830287, 0.6431321, 0.45805675, 0.73656327]","[0.8464572, 0.61014026, 0.56855595, 0.7584418]","[0.7751489, 0.6645915, 0.66261554, 0.731088]","[0.76143587, 0.7082331, 0.5531493, 0.7406231]"
0.5959025623367271,0.6182878749746676,"[0.81927776, 0.6453049, 0.4638566, 0.7379456]","[0.84606063, 0.61140525, 0.5734184, 0.76097286]","[0.7766395, 0.666567, 0.66463536, 0.73266613]","[0.76321346, 0.7100673, 0.5549686, 0.7409145]"
0.5917385035872211,0.6361848369934561,"[0.8202547, 0.64733404, 0.46927848, 0.7393449]","[0.84719527, 0.61124074, 0.57685184, 0.76274914]","[0.77804226, 0.66859746, 0.6662569, 0.7341229]","[0.7637626, 0.7124577, 0.55494374, 0.74133897]"
0.5876892838834615,0.6524116083089058,"[0.8212279, 0.64920497, 0.474452, 0.74065346]","[0.84977716, 0.61151034, 0.58072793, 0.7615857]","[0.7794195, 0.6704452, 0.66810197, 0.73548645]","[0.7623013, 0.714245, 0.55341643, 0.7436275]"
0.5856125573867625,0.6401464500884533,"[0.82204515, 0.6509537, 0.47984388, 0.7419054]","[0.8506596, 0.6115228, 0.5825834, 0.76293695]","[0.7806953, 0.67216665, 0.670077, 0.73676026]","[0.76250374, 0.71614665, 0.5543565, 0.74404764]"
0.5834615778578581,0.6120661602325121,"[0.8228465, 0.6526834, 0.4842399, 0.7430184]","[0.8515518, 0.61364806, 0.5850242, 0.76274335]","[0.7819122, 0.6737541, 0.6715419, 0.7379901]","[0.76342434, 0.71678984, 0.556898, 0.7452985]"
0.5794166551038983,0.603772671661541,"[0.8235973, 0.6542887, 0.48862433, 0.7440783]","[0.85242426, 0.61541384, 0.58515716, 0.7636322]","[0.7830726, 0.675228, 0.6729433, 0.739163]","[0.76413876, 0.71830785, 0.55880815, 0.746468]"
0.5762263598241798,0.6239084621491409,"[0.82433015, 0.6559007, 0.49287733, 0.74514574]","[0.85237575, 0.6165374, 0.5883771, 0.7655138]","[0.7841539, 0.6767706, 0.67443585, 0.7403171]","[0.76549494, 0.71997416, 0.56021184, 0.74673826]"
0.573801023941648,0.6347511498266578,"[0.82495004, 0.65745586, 0.4969475, 0.7461655]","[0.8534227, 0.6166576, 0.59019685, 0.76667446]","[0.7852226, 0.67815894, 0.67595214, 0.74140835]","[0.765687, 0.721625, 0.56230026, 0.7473085]"
0.5700957857767031,0.615661899234952,"[0.8255422, 0.65890867, 0.5009139, 0.747107]","[0.8539793, 0.61805964, 0.59337825, 0.76693356]","[0.78621346, 0.6794872, 0.67716694, 0.7424368]","[0.76628083, 0.72246844, 0.5620681, 0.7485935]"
0.5675122714891369,0.6509721888548968,"[0.8261977, 0.6603551, 0.5047774, 0.74809885]","[0.85451657, 0.6208622, 0.59585136, 0.7648569]","[0.7871961, 0.6808638, 0.6786652, 0.74349016]","[0.7662487, 0.7222327, 0.5606649, 0.7506792]"
0.5643670413868392,0.6292553841860614,"[0.82681346, 0.6617107, 0.50839925, 0.74908346]","[0.854989, 0.62279344, 0.59929174, 0.7643399]","[0.7881637, 0.68217564, 0.67963094, 0.7444998]","[0.7669033, 0.7228561, 0.55708814, 0.75230896]"
0.5615853485710961,0.6323921583939791,"[0.8274055, 0.6630072, 0.5123473, 0.7499577]","[0.8551639, 0.62347025, 0.60103256, 0.7655219]","[0.78907555, 0.6834099, 0.6809897, 0.74545306]","[0.76749927, 0.7241725, 0.5570094, 0.75277454]"
0.5610308235143315,0.6282916329360986,"[0.8279863, 0.6643281, 0.5158218, 0.7507676]","[0.85568374, 0.62309545, 0.6054958, 0.7662257]","[0.78998554, 0.68461084, 0.6819281, 0.74637747]","[0.7678022, 0.7253348, 0.554701, 0.75316656]"
0.5580133105943627,0.6171409364704293,"[0.82851505, 0.6655533, 0.5192686, 0.7515909]","[0.85552186, 0.6242445, 0.6093119, 0.7670391]","[0.7908199, 0.68573034, 0.6830196, 0.74730676]","[0.76867694, 0.72619534, 0.5539464, 0.7539092]"
0.554149640256321,0.6087972604416575,"[0.82907254, 0.6667926, 0.5224846, 0.752433]","[0.8545352, 0.62744105, 0.61222327, 0.76644427]","[0.79166204, 0.6868958, 0.684159, 0.7482115]","[0.7702282, 0.7256089, 0.5521824, 0.75514746]"
0.5525778715884646,0.6092220954260452,"[0.82957137, 0.6680265, 0.52579576, 0.75320685]","[0.85525155, 0.6286651, 0.61402255, 0.7667162]","[0.79247385, 0.68800735, 0.6852629, 0.7490866]","[0.7705629, 0.7266058, 0.5527484, 0.7562782]"
0.5508007692339024,0.6338334701763747,"[0.8300606, 0.66919976, 0.52886003, 0.7539703]","[0.85623085, 0.6292968, 0.6167196, 0.7665012]","[0.7932662, 0.689038, 0.6863223, 0.74995756]","[0.77004176, 0.72762686, 0.5532657, 0.75760597]"
0.5481772767687824,0.630387070963497,"[0.8305067, 0.6702782, 0.53203064, 0.75473106]","[0.85689205, 0.6298999, 0.6189675, 0.76645154]","[0.79401046, 0.69002414, 0.6876755, 0.75076294]","[0.769811, 0.7283411, 0.553525, 0.7587013]"
0.5468483174134835,0.6244621760703111,"[0.8309797, 0.6714153, 0.53482705, 0.75533986]","[0.85770863, 0.6301301, 0.62016565, 0.7665484]","[0.7947564, 0.69095033, 0.68857044, 0.7515649]","[0.76972944, 0.72925323, 0.5524213, 0.75943846]"
0.5428263380000519,0.5869305015873627,"[0.8314339, 0.6725321, 0.5378598, 0.75603974]","[0.8571753, 0.63237464, 0.6214602, 0.76700336]","[0.7955143, 0.6919265, 0.6896149, 0.7523662]","[0.7711109, 0.7291926, 0.55431473, 0.76012415]"
0.5415843798001323,0.6084358498112372,"[0.83185667, 0.6736408, 0.54068893, 0.7567625]","[0.856393, 0.6343745, 0.62312007, 0.76731503]","[0.796221, 0.6929154, 0.690693, 0.75316346]","[0.77235, 0.72901565, 0.555042, 0.7606665]"
0.5408260021797063,0.6348367279202595,"[0.8322709, 0.67470163, 0.5433766, 0.75741124]","[0.85711616, 0.6351069, 0.62531984, 0.76678956]","[0.7969168, 0.6938149, 0.69159245, 0.7539315]","[0.7719724, 0.7296627, 0.5556819, 0.7616389]"
0.5384781124125217,0.6323290058334641,"[0.8326854, 0.6757783, 0.54594725, 0.7580386]","[0.85800934, 0.63568944, 0.6263612, 0.7664918]","[0.79759276, 0.6946922, 0.6924258, 0.75473094]","[0.7716968, 0.7303183, 0.5564619, 0.76255465]"
0.5359837948334938,0.6128201040285921,"[0.8330279, 0.67681134, 0.5485398, 0.758679]","[0.8582828, 0.63729036, 0.62857145, 0.76608706]","[0.79822034, 0.69556624, 0.6933543, 0.75547343]","[0.77222276, 0.7304258, 0.55699366, 0.76363343]"
0.5351083657199653,0.6000981999197463,"[0.83336586, 0.6777613, 0.5511091, 0.7592597]","[0.8582727, 0.6381912, 0.6299585, 0.7669055]","[0.79883236, 0.6963537, 0.6941509, 0.7561773]","[0.77289367, 0.73108435, 0.55814016, 0.7640571]"
0.5313130014836522,0.6521945952582144,"[0.8337541, 0.6787308, 0.5535714, 0.75987047]","[0.8589945, 0.639169, 0.6299128, 0.7660912]","[0.79944646, 0.6971881, 0.69506156, 0.75690633]","[0.7724412, 0.73141205, 0.5592225, 0.7650018]"
0.5305448810383788,0.6007148100734999,"[0.8340901, 0.67966264, 0.55614877, 0.7605137]","[0.8591126, 0.6402065, 0.6302432, 0.7666966]","[0.80007195, 0.69800943, 0.69607323, 0.7575837]","[0.77304363, 0.7319572, 0.5599266, 0.7655836]"
0.5278592751890483,0.638322782731868,"[0.83443034, 0.6805879, 0.558589, 0.76109326]","[0.8597848, 0.6407071, 0.6324184, 0.7664207]","[0.80067915, 0.69880396, 0.6970091, 0.75823206]","[0.77285784, 0.73253816, 0.55926234, 0.76657057]"
0.5259225107851503,0.6000567557312201,"[0.8347585, 0.6815124, 0.561085, 0.76168096]","[0.8595401, 0.6413647, 0.6351959, 0.76715666]","[0.8012672, 0.69956654, 0.6979545, 0.7589338]","[0.7736589, 0.7331854, 0.5574227, 0.7669446]"
0.5260153717411605,0.6181379408472689,"[0.83509016, 0.682399, 0.56334174, 0.76220566]","[0.85955876, 0.6419297, 0.63776654, 0.76757365]","[0.80179787, 0.7003157, 0.69875234, 0.7595922]","[0.7740808, 0.73381394, 0.555868, 0.76753056]"
0.5221280011528476,0.631867199442385,"[0.83543867, 0.6833001, 0.56567127, 0.7627788]","[0.8597808, 0.6420937, 0.6406239, 0.7683282]","[0.8023667, 0.7010714, 0.69975555, 0.76027566]","[0.77448815, 0.7346594, 0.5553537, 0.7679319]"
0.5219000858372083,0.6060658521209846,"[0.83577806, 0.6841674, 0.5678211, 0.7633267]","[0.859629, 0.6429899, 0.64246464, 0.7690505]","[0.8029545, 0.7017878, 0.70058435, 0.7609072]","[0.77533376, 0.7351149, 0.5556293, 0.76830447]"
0.5194353608634807,0.6012487580806866,"[0.8360872, 0.68504936, 0.57005066, 0.7638409]","[0.85943884, 0.6442087, 0.64250344, 0.7692071]","[0.8034823, 0.7024962, 0.7014295, 0.76156676]","[0.7758058, 0.7352104, 0.55692583, 0.76873916]"
0.5171373315535026,0.6318858315788929,"[0.83641833, 0.6858994, 0.57221115, 0.7643759]","[0.8595403, 0.6451897, 0.643784, 0.7691401]","[0.804031, 0.70321494, 0.70224875, 0.7621963]","[0.7761154, 0.73549336, 0.556522, 0.76944053]"
0.515093799712653,0.6500553615375722,"[0.8367132, 0.68673635, 0.5744262, 0.76489556]","[0.85983735, 0.6457341, 0.6452513, 0.7689143]","[0.8045511, 0.70389557, 0.70313877, 0.7628301]","[0.77599573, 0.7359175, 0.5552009, 0.77023745]"
0.5146104816812328,0.6549383049223719,"[0.83702767, 0.6875693, 0.57658595, 0.76539737]","[0.86021763, 0.6464983, 0.64566654, 0.7686651]","[0.80508524, 0.7045717, 0.7041872, 0.7634307]","[0.7759856, 0.7361965, 0.55519694, 0.77098066]"
0.5119694466298984,0.6665111591960508,"[0.8373011, 0.6883862, 0.5787485, 0.76588905]","[0.86079586, 0.6456382, 0.64727885, 0.7691815]","[0.80556786, 0.7052375, 0.70504194, 0.7640438]","[0.7754738, 0.73709893, 0.5545602, 0.7712353]"
0.5111208123387699,0.6307169560904797,"[0.8376023, 0.6891708, 0.5807153, 0.76637524]","[0.860935, 0.64586097, 0.649531, 0.7697162]","[0.80607504, 0.70588446, 0.7058838, 0.76461834]","[0.7756843, 0.7377806, 0.55441225, 0.771623]"
0.509076641310458,0.6264175728760799,"[0.8378988, 0.6899679, 0.5826131, 0.7668669]","[0.8610975, 0.64664596, 0.65057594, 0.7696149]","[0.8065741, 0.7065312, 0.70662105, 0.7652172]","[0.77576065, 0.7380974, 0.5540235, 0.77234125]"
0.5079397306152493,0.62148578646719,"[0.83817387, 0.6907451, 0.5845873, 0.76734936]","[0.86107975, 0.64783293, 0.6520899, 0.7694212]","[0.8070475, 0.7071723, 0.70739704, 0.76580095]","[0.7761498, 0.7381361, 0.5541255, 0.77310455]"
0.5069446019697375,0.6311998937467969,"[0.8384741, 0.69150853, 0.58643824, 0.7678419]","[0.8614284, 0.6486446, 0.6527079, 0.76916337]","[0.80753547, 0.7078022, 0.70818835, 0.7663862]","[0.77618694, 0.7384481, 0.55411077, 0.77380896]"
0.5043429505764675,0.6213200939527976,"[0.83876264, 0.6922429, 0.5882612, 0.7683355]","[0.86136025, 0.6498272, 0.65412456, 0.7688603]","[0.808011, 0.7084298, 0.7089292, 0.766946]","[0.77662057, 0.7384946, 0.5530069, 0.77454025]"
0.5035371760997809,0.6208155804039953,"[0.8390358, 0.6929676, 0.5901876, 0.76880205]","[0.8611768, 0.65062314, 0.65578187, 0.7692057]","[0.8084627, 0.709055, 0.709611, 0.7674961]","[0.7772271, 0.738719, 0.55311245, 0.77487713]"
0.5016662803502675,0.6852603519310796,"[0.8393118, 0.6937111, 0.5919611, 0.7692419]","[0.8613522, 0.65060174, 0.6570218, 0.76935863]","[0.8089029, 0.7096713, 0.7102958, 0.76804626]","[0.77716523, 0.7392485, 0.5510293, 0.77528673]"
0.4999986980016082,0.6325595763157936,"[0.83960235, 0.6944254, 0.5937607, 0.7696947]","[0.8610149, 0.6519502, 0.6585485, 0.76910585]","[0.8093661, 0.7102669, 0.71104324, 0.7685879]","[0.7778261, 0.73908126, 0.55018955, 0.7758983]"
0.49828569907090264,0.650106319170018,"[0.83985907, 0.6951583, 0.595565, 0.77016705]","[0.8611669, 0.6529198, 0.6584438, 0.76881945]","[0.809828, 0.71085554, 0.7117912, 0.76914597]","[0.77795017, 0.73908275, 0.55048186, 0.7765857]"
0.4958612918232323,0.6318205345455684,"[0.8401199, 0.6958808, 0.5972805, 0.77061784]","[0.86104685, 0.6539031, 0.6587516, 0.7690448]","[0.81027627, 0.71144396, 0.71250945, 0.76968163]","[0.77847636, 0.73921305, 0.550664, 0.7770398]"
0.4944716872542537,0.6498142077617963,"[0.8403968, 0.6965753, 0.5990489, 0.77107286]","[0.8614029, 0.654045, 0.659096, 0.7692399]","[0.81070876, 0.712044, 0.7132318, 0.77021503]","[0.778327, 0.7396325, 0.55118924, 0.7774791]"
0.49424030198328617,0.6254449588834949,"[0.84066075, 0.6972193, 0.6007538, 0.77152616]","[0.8614247, 0.65521836, 0.65987235, 0.76889944]","[0.81112194, 0.7126282, 0.7138989, 0.7707136]","[0.77861893, 0.73966604, 0.55092263, 0.7782031]"
0.4928730940193799,0.6319746356755185,"[0.8409089, 0.6979023, 0.6024255, 0.7719676]","[0.8615315, 0.65568084, 0.6603139, 0.7691221]","[0.81154704, 0.7131858, 0.7146396, 0.7712334]","[0.7789196, 0.7399909, 0.550657, 0.7784948]"
0.4912759344519907,0.6255057068377257,"[0.84113955, 0.6985537, 0.60412616, 0.7724067]","[0.8616025, 0.6561411, 0.6615137, 0.7692432]","[0.8119524, 0.7137374, 0.7153293, 0.77173334]","[0.7791096, 0.7402247, 0.55095446, 0.77886677]"
0.48867979014527063,0.6263226160496121,"[0.8413709, 0.69921565, 0.6058277, 0.77282435]","[0.8615522, 0.65733284, 0.66189516, 0.76892114]","[0.8123543, 0.71427715, 0.71602917, 0.772239]","[0.77947116, 0.7400437, 0.551471, 0.7794928]"
0.48827231340032623,0.642902262710796,"[0.8416239, 0.69987255, 0.60740197, 0.77325064]","[0.86180824, 0.65765303, 0.6628159, 0.76895577]","[0.81275916, 0.71482444, 0.71672845, 0.7727438]","[0.77953905, 0.74030125, 0.55172306, 0.7798977]"
0.4879089842018074,0.6409420338747317,"[0.8418515, 0.70051306, 0.6089266, 0.7736476]","[0.8617686, 0.65809906, 0.6641227, 0.7692527]","[0.81315047, 0.71534437, 0.7172907, 0.77322656]","[0.77982, 0.74064237, 0.5511995, 0.7802741]"
0.48518892821720183,0.6571840785542158,"[0.8421022, 0.7011445, 0.6105576, 0.7740499]","[0.86188227, 0.65869427, 0.664628, 0.7691232]","[0.81354153, 0.71588546, 0.71798503, 0.7737041]","[0.77992845, 0.7407727, 0.5507597, 0.7807979]"
0.48316252118407665,0.6402231484465172,"[0.8423363, 0.70179653, 0.6120705, 0.77444524]","[0.8621681, 0.6594035, 0.6655201, 0.7686887]","[0.81393766, 0.7163973, 0.71864694, 0.77419704]","[0.7799122, 0.7408149, 0.55106467, 0.7814606]"
0.48327914964311136,0.6561612762029259,"[0.84257066, 0.70240617, 0.61368155, 0.77484846]","[0.8625562, 0.65943164, 0.66596186, 0.76895845]","[0.81431085, 0.71691746, 0.719283, 0.774679]","[0.77972317, 0.741348, 0.55130726, 0.78188634]"
0.48188615824926245,0.6378713109277453,"[0.84280586, 0.70303446, 0.61522174, 0.7752398]","[0.8623188, 0.6603615, 0.6669635, 0.7691587]","[0.81469214, 0.71744704, 0.719894, 0.77514666]","[0.7802983, 0.7413744, 0.5516745, 0.7822524]"
0.4797470385399041,0.6443834467852505,"[0.84304136, 0.703647, 0.6167388, 0.7756168]","[0.8624448, 0.6607521, 0.6676593, 0.7694517]","[0.81507736, 0.7179531, 0.7204753, 0.7756043]","[0.7805275, 0.74177337, 0.5513958, 0.7826074]"
0.4785664775496194,0.6732026135200755,"[0.8432617, 0.70426315, 0.61830574, 0.776004]","[0.8626133, 0.6608849, 0.66756886, 0.76953167]","[0.8154511, 0.71846616, 0.72108746, 0.7760679]","[0.7804513, 0.74204654, 0.5514552, 0.7828044]"
0.47791946595681717,0.6674831108843146,"[0.8434745, 0.7048675, 0.6198093, 0.7763881]","[0.8627729, 0.6606099, 0.66920686, 0.76993054]","[0.81583464, 0.71895427, 0.721633, 0.77652454]","[0.7804373, 0.74260825, 0.5506821, 0.78292966]"
0.4762794718674545,0.630640729381609,"[0.84370434, 0.70546645, 0.6212608, 0.7767534]","[0.86273235, 0.6612955, 0.66983163, 0.7701178]","[0.81620246, 0.71943414, 0.72221905, 0.7769875]","[0.7808749, 0.742683, 0.55128074, 0.78323436]"
0.47444844101204703,0.6471431342997511,"[0.84393567, 0.7060699, 0.62273353, 0.7771402]","[0.8626387, 0.66179365, 0.6708775, 0.7701555]","[0.8165762, 0.7199298, 0.7228327, 0.77745515]","[0.78105974, 0.7428795, 0.55047053, 0.78360945]"
0.4713352013902008,0.6406706596017298,"[0.8441678, 0.7066707, 0.624121, 0.7775319]","[0.86216307, 0.6626057, 0.6708918, 0.77048]","[0.81694424, 0.7204355, 0.7234064, 0.77791524]","[0.7815973, 0.7428311, 0.5509011, 0.7836928]"
0.47222512867218475,0.6487408093564455,"[0.8444029, 0.70724005, 0.6254942, 0.7779016]","[0.862193, 0.663339, 0.6715752, 0.7703724]","[0.8172822, 0.72092456, 0.72397953, 0.77836764]","[0.7818517, 0.7428864, 0.5509151, 0.7841584]"
0.4719265597027116,0.6731450831190093,"[0.8446344, 0.7078063, 0.6268467, 0.77826667]","[0.8622763, 0.66368407, 0.6726471, 0.7703383]","[0.8176255, 0.7214047, 0.7245859, 0.7788076]","[0.78190625, 0.7431143, 0.5504487, 0.78453755]"
0.4697090056251833,0.6517310735198091,"[0.84484494, 0.70837706, 0.62820303, 0.7786246]","[0.8624738, 0.66364586, 0.6735829, 0.77084374]","[0.8179774, 0.72186625, 0.7251778, 0.779238]","[0.78206635, 0.74363965, 0.55043894, 0.7846659]"
0.467493026472111,0.6406899415179207,"[0.84505385, 0.7089523, 0.6296, 0.7789983]","[0.86227196, 0.66424084, 0.6743912, 0.77108294]","[0.81832504, 0.72233796, 0.7257828, 0.77968407]","[0.7825055, 0.7437484, 0.5506299, 0.78482705]"
0.46755314009563176,0.6530755729808668,"[0.8452578, 0.70951235, 0.6309466, 0.77936375]","[0.862521, 0.6644564, 0.67551374, 0.77101785]","[0.8186712, 0.7227908, 0.7263375, 0.7801213]","[0.7824714, 0.743957, 0.55056965, 0.7852588]"
0.46728320042043703,0.623159637699283,"[0.8454631, 0.7100779, 0.6322216, 0.77969515]","[0.86244947, 0.6648722, 0.6759259, 0.7713009]","[0.8190078, 0.72323257, 0.7268885, 0.7805454]","[0.7826822, 0.7441739, 0.5511101, 0.78543884]"
0.4650799176337501,0.639140024967621,"[0.8456741, 0.7106197, 0.6334825, 0.7800571]","[0.86212385, 0.665506, 0.67639315, 0.7714622]","[0.81934005, 0.72369313, 0.7274195, 0.78096443]","[0.7830224, 0.7441859, 0.5512694, 0.78559655]"
0.4628674470849218,0.6732004188503384,"[0.8458781, 0.7111818, 0.63479877, 0.78039956]","[0.86226934, 0.6657785, 0.67680883, 0.7714766]","[0.81968844, 0.72414714, 0.7279286, 0.7813784]","[0.78301626, 0.74436766, 0.5515882, 0.7858887]"
0.46242290614952386,0.6667831232816581,"[0.84608644, 0.7117059, 0.6361226, 0.78075546]","[0.8622096, 0.6661572, 0.6768676, 0.771675]","[0.82000184, 0.7245998, 0.72856086, 0.78179383]","[0.7832118, 0.74450713, 0.55180454, 0.78605264]"
0.4611206769694663,0.6869282315409457,"[0.8462858, 0.7122247, 0.637449, 0.78111535]","[0.86201435, 0.6667051, 0.6770202, 0.77174133]","[0.8203359, 0.7250434, 0.7290895, 0.7821981]","[0.7834153, 0.7444972, 0.5518238, 0.78630924]"
0.46006465240056793,0.6883344228189798,"[0.8464954, 0.7127616, 0.63865536, 0.7814491]","[0.8621118, 0.66689587, 0.67716956, 0.77196735]","[0.8206619, 0.72547543, 0.7295707, 0.7826171]","[0.7835162, 0.7447649, 0.55202836, 0.7864582]"
0.45740124562825696,0.66516411639983,"[0.8466889, 0.71329343, 0.6399036, 0.7818145]","[0.8621499, 0.6671785, 0.67777777, 0.7721334]","[0.8209939, 0.72591996, 0.73013926, 0.7830242]","[0.7836124, 0.74497235, 0.5519557, 0.78676367]"
0.45690426406208373,0.6923450841888775,"[0.84688056, 0.7138033, 0.6411392, 0.78216463]","[0.86236185, 0.6671551, 0.6782563, 0.77226937]","[0.82131755, 0.72634494, 0.7306874, 0.78341985]","[0.7834713, 0.74532294, 0.55144453, 0.7870758]"
0.45618470973705016,0.7046977766608927,"[0.8470802, 0.71431804, 0.6424242, 0.782509]","[0.86218506, 0.6674302, 0.67910355, 0.77232814]","[0.82163405, 0.7267775, 0.73125714, 0.7838248]","[0.7835255, 0.745522, 0.55030835, 0.7873252]"
0.45489381706036375,0.656996934648145,"[0.8472851, 0.71483076, 0.64363515, 0.7828506]","[0.8620643, 0.6679034, 0.6801382, 0.7724194]","[0.82195926, 0.72721314, 0.731798, 0.78421277]","[0.7837284, 0.7456632, 0.5500407, 0.7876385]"
0.4538311692116194,0.6697642900945413,"[0.84748006, 0.71533924, 0.6448729, 0.78317624]","[0.86228645, 0.6678479, 0.6810967, 0.7726228]","[0.8222755, 0.72763014, 0.7323141, 0.78460425]","[0.78367823, 0.7460647, 0.5499853, 0.7878333]"
0.4520565394599558,0.6862934850534272,"[0.8476877, 0.71584296, 0.64606965, 0.7835008]","[0.8623559, 0.6680536, 0.6819406, 0.77271503]","[0.8225944, 0.7280453, 0.73282343, 0.7849973]","[0.78372777, 0.74638706, 0.5491526, 0.7881278]"
0.4502652893827755,0.768712626507375,"[0.8478873, 0.71634936, 0.64726406, 0.78384274]","[0.8623724, 0.6682347, 0.6827744, 0.7724758]","[0.82291347, 0.7284684, 0.733346, 0.78539264]","[0.783677, 0.7464546, 0.5479138, 0.7884362]"
